Level	Rule Name	Subject	Property	Value
WARN	annotation_whitespace	BFO:0000008	IAO:0000602	(forall (x) (if (TemporalRegion x) (Occurrent x))) // axiom label in BFO2 CLIF: [100-001] 
WARN	annotation_whitespace	BFO:0000009	IAO:0000602	(forall (x) (if (TwoDimensionalSpatialRegion x) (SpatialRegion x))) // axiom label in BFO2 CLIF: [039-001] 
WARN	annotation_whitespace	BFO:0000011	IAO:0000602	(forall (r) (if (SpatioTemporalRegion r) (occupiesSpatioTemporalRegion r r))) // axiom label in BFO2 CLIF: [107-002] 
WARN	annotation_whitespace	BFO:0000011	IAO:0000602	(forall (x t) (if (SpatioTemporalRegion x) (exists (y) (and (SpatialRegion y) (spatiallyProjectsOntoAt x y t))))) // axiom label in BFO2 CLIF: [099-001] 
WARN	annotation_whitespace	BFO:0000011	IAO:0000602	(forall (x y) (if (and (SpatioTemporalRegion x) (occurrentPartOf y x)) (SpatioTemporalRegion y))) // axiom label in BFO2 CLIF: [096-001] 
WARN	annotation_whitespace	BFO:0000011	IAO:0000602	(forall (x) (if (SpatioTemporalRegion x) (Occurrent x))) // axiom label in BFO2 CLIF: [095-001] 
WARN	annotation_whitespace	BFO:0000011	IAO:0000602	(forall (x) (if (SpatioTemporalRegion x) (exists (y) (and (TemporalRegion y) (temporallyProjectsOnto x y))))) // axiom label in BFO2 CLIF: [098-001] 
WARN	annotation_whitespace	BFO:0000015	IAO:0000602	(iff (Process a) (and (Occurrent a) (exists (b) (properTemporalPartOf b a)) (exists (c t) (and (MaterialEntity c) (specificallyDependsOnAt a c t))))) // axiom label in BFO2 CLIF: [083-003] 
WARN	annotation_whitespace	BFO:0000016	IAO:0000602	(forall (x t) (if (and (RealizableEntity x) (existsAt x t)) (exists (y) (and (MaterialEntity y) (specificallyDepends x y t))))) // axiom label in BFO2 CLIF: [063-002] 
WARN	annotation_whitespace	BFO:0000016	IAO:0000602	(forall (x) (if (Disposition x) (and (RealizableEntity x) (exists (y) (and (MaterialEntity y) (bearerOfAt x y t)))))) // axiom label in BFO2 CLIF: [062-002] 
WARN	annotation_whitespace	BFO:0000017	IAO:0000602	(forall (x t) (if (RealizableEntity x) (exists (y) (and (IndependentContinuant y) (not (SpatialRegion y)) (bearerOfAt y x t))))) // axiom label in BFO2 CLIF: [060-002] 
WARN	annotation_whitespace	BFO:0000017	IAO:0000602	(forall (x) (if (RealizableEntity x) (and (SpecificallyDependentContinuant x) (exists (y) (and (IndependentContinuant y) (not (SpatialRegion y)) (inheresIn x y)))))) // axiom label in BFO2 CLIF: [058-002] 
WARN	annotation_whitespace	BFO:0000018	IAO:0000602	(forall (x) (if (ZeroDimensionalSpatialRegion x) (SpatialRegion x))) // axiom label in BFO2 CLIF: [037-001] 
WARN	annotation_whitespace	BFO:0000019	IAO:0000602	(forall (x) (if (Quality x) (SpecificallyDependentContinuant x))) // axiom label in BFO2 CLIF: [055-001] 
WARN	annotation_whitespace	BFO:0000019	IAO:0000602	(forall (x) (if (exists (t) (and (existsAt x t) (Quality x))) (forall (t_1) (if (existsAt x t_1) (Quality x))))) // axiom label in BFO2 CLIF: [105-001] 
WARN	annotation_whitespace	BFO:0000020	IAO:0000602	(iff (SpecificallyDependentContinuant a) (and (Continuant a) (forall (t) (if (existsAt a t) (exists (b) (and (IndependentContinuant b) (not (SpatialRegion b)) (specificallyDependsOnAt a b t))))))) // axiom label in BFO2 CLIF: [050-003] 
WARN	annotation_whitespace	BFO:0000023	IAO:0000602	(forall (x) (if (Role x) (RealizableEntity x))) // axiom label in BFO2 CLIF: [061-001] 
WARN	annotation_whitespace	BFO:0000024	IAO:0000602	(forall (x) (if (FiatObjectPart x) (and (MaterialEntity x) (forall (t) (if (existsAt x t) (exists (y) (and (Object y) (properContinuantPartOfAt x y t)))))))) // axiom label in BFO2 CLIF: [027-004] 
WARN	annotation_whitespace	BFO:0000026	IAO:0000602	(forall (x) (if (OneDimensionalSpatialRegion x) (SpatialRegion x))) // axiom label in BFO2 CLIF: [038-001] 
WARN	annotation_whitespace	BFO:0000027	IAO:0000116	An entity a is an object aggregate if and only if there is a mutually exhaustive and pairwise disjoint partition of a into objects 
WARN	annotation_whitespace	BFO:0000027	IAO:0000602	(forall (x) (if (ObjectAggregate x) (and (MaterialEntity x) (forall (t) (if (existsAt x t) (exists (y z) (and (Object y) (Object z) (memberPartOfAt y x t) (memberPartOfAt z x t) (not (= y z)))))) (not (exists (w t_1) (and (memberPartOfAt w x t_1) (not (Object w)))))))) // axiom label in BFO2 CLIF: [025-004] 
WARN	annotation_whitespace	BFO:0000028	IAO:0000602	(forall (x) (if (ThreeDimensionalSpatialRegion x) (SpatialRegion x))) // axiom label in BFO2 CLIF: [040-001] 
WARN	annotation_whitespace	BFO:0000029	IAO:0000602	(forall (x) (if (Site x) (ImmaterialEntity x))) // axiom label in BFO2 CLIF: [034-002] 
WARN	annotation_whitespace	BFO:0000031	IAO:0000602	(iff (GenericallyDependentContinuant a) (and (Continuant a) (exists (b t) (genericallyDependsOnAt a b t)))) // axiom label in BFO2 CLIF: [074-001] 
WARN	annotation_whitespace	BFO:0000034	IAO:0000602	(forall (x) (if (Function x) (Disposition x))) // axiom label in BFO2 CLIF: [064-001] 
WARN	annotation_whitespace	BFO:0000035	IAO:0000602	(forall (x) (if (ProcessBoundary x) (exists (y) (and (ZeroDimensionalTemporalRegion y) (occupiesTemporalRegion x y))))) // axiom label in BFO2 CLIF: [085-002] 
WARN	annotation_whitespace	BFO:0000035	IAO:0000602	(iff (ProcessBoundary a) (exists (p) (and (Process p) (temporalPartOf a p) (not (exists (b) (properTemporalPartOf b a)))))) // axiom label in BFO2 CLIF: [084-001] 
WARN	annotation_whitespace	BFO:0000038	IAO:0000602	(forall (x) (if (OneDimensionalTemporalRegion x) (TemporalRegion x))) // axiom label in BFO2 CLIF: [103-001] 
WARN	annotation_whitespace	BFO:0000040	IAO:0000602	(forall (x) (if (MaterialEntity x) (IndependentContinuant x))) // axiom label in BFO2 CLIF: [019-002] 
WARN	annotation_whitespace	BFO:0000040	IAO:0000602	(forall (x) (if (and (Entity x) (exists (y t) (and (MaterialEntity y) (continuantPartOfAt x y t)))) (MaterialEntity x))) // axiom label in BFO2 CLIF: [021-002] 
WARN	annotation_whitespace	BFO:0000040	IAO:0000602	(forall (x) (if (and (Entity x) (exists (y t) (and (MaterialEntity y) (continuantPartOfAt y x t)))) (MaterialEntity x))) // axiom label in BFO2 CLIF: [020-002] 
WARN	annotation_whitespace	BFO:0000140	IAO:0000602	(iff (ContinuantFiatBoundary a) (and (ImmaterialEntity a) (exists (b) (and (or (ZeroDimensionalSpatialRegion b) (OneDimensionalSpatialRegion b) (TwoDimensionalSpatialRegion b)) (forall (t) (locatedInAt a b t)))) (not (exists (c t) (and (SpatialRegion c) (continuantPartOfAt c a t)))))) // axiom label in BFO2 CLIF: [029-001] 
WARN	annotation_whitespace	BFO:0000142	IAO:0000602	(iff (OneDimensionalContinuantFiatBoundary a) (and (ContinuantFiatBoundary a) (exists (b) (and (OneDimensionalSpatialRegion b) (forall (t) (locatedInAt a b t)))))) // axiom label in BFO2 CLIF: [032-001] 
WARN	annotation_whitespace	BFO:0000144	IAO:0000602	(forall (x y) (if (processProfileOf x y) (and (properContinuantPartOf x y) (exists (z t) (and (properOccurrentPartOf z y) (TemporalRegion t) (occupiesSpatioTemporalRegion x t) (occupiesSpatioTemporalRegion y t) (occupiesSpatioTemporalRegion z t) (not (exists (w) (and (occurrentPartOf w x) (occurrentPartOf w z))))))))) // axiom label in BFO2 CLIF: [094-005] 
WARN	annotation_whitespace	BFO:0000144	IAO:0000602	(iff (ProcessProfile a) (exists (b) (and (Process b) (processProfileOf a b)))) // axiom label in BFO2 CLIF: [093-002] 
WARN	annotation_whitespace	BFO:0000145	IAO:0000602	(iff (RelationalQuality a) (exists (b c t) (and (IndependentContinuant b) (IndependentContinuant c) (qualityOfAt a b t) (qualityOfAt a c t)))) // axiom label in BFO2 CLIF: [057-001] 
WARN	annotation_whitespace	BFO:0000146	IAO:0000602	(iff (TwoDimensionalContinuantFiatBoundary a) (and (ContinuantFiatBoundary a) (exists (b) (and (TwoDimensionalSpatialRegion b) (forall (t) (locatedInAt a b t)))))) // axiom label in BFO2 CLIF: [033-001] 
WARN	annotation_whitespace	BFO:0000147	IAO:0000602	(iff (ZeroDimensionalContinuantFiatBoundary a) (and (ContinuantFiatBoundary a) (exists (b) (and (ZeroDimensionalSpatialRegion b) (forall (t) (locatedInAt a b t)))))) // axiom label in BFO2 CLIF: [031-001] 
WARN	annotation_whitespace	BFO:0000148	IAO:0000602	(forall (x) (if (ZeroDimensionalTemporalRegion x) (TemporalRegion x))) // axiom label in BFO2 CLIF: [102-001] 
WARN	annotation_whitespace	IAO:0000009	IAO:0000232	"9/22/11 BP: changed the rdfs:label for this class from 'label' to 'datum label' to convey that this class is not intended to cover all kinds of labels (stickers, radiolabels, etc.), and not even all kind of textual labels, but rather the kind of labels occuring in a datum. 
"
WARN	annotation_whitespace	IAO:0000115	IAO:0000116	"2012-04-05: 
Barry Smith

The official OBI definition, explaining the meaning of a class or property: 'Shall be Aristotelian, formalized and normalized. Can be augmented with colloquial definitions'  is terrible.

Can you fix to something like:

A statement of necessary and sufficient conditions explaining the meaning of an expression referring to a class or property.

Alan Ruttenberg

Your proposed definition is a reasonable candidate, except that it is very common that necessary and sufficient conditions are not given. Mostly they are necessary, occasionally they are necessary and sufficient or just sufficient. Often they use terms that are not themselves defined and so they effectively can't be evaluated by those criteria. 

On the specifics of the proposed definition:

We don't have definitions of 'meaning' or 'expression' or 'property'. For 'reference' in the intended sense I think we use the term 'denotation'. For 'expression', I think we you mean symbol, or identifier. For 'meaning' it differs for class and property. For class we want documentation that let's the intended reader determine whether an entity is instance of the class, or not. For property we want documentation that let's the intended reader determine, given a pair of potential relata, whether the assertion that the relation holds is true. The 'intended reader' part suggests that we also specify who, we expect, would be able to understand the definition, and also generalizes over human and computer reader to include textual and logical definition. 

Personally, I am more comfortable weakening definition to documentation, with instructions as to what is desirable. 

We also have the outstanding issue of how to aim different definitions to different audiences. A clinical audience reading chebi wants a different sort of definition documentation/definition from a chemistry trained audience, and similarly there is a need for a definition that is adequate for an ontologist to work with.  @en"
WARN	annotation_whitespace	IAO:0000424	IAO:0000112	"ObjectProperty: RO_0002104
Label: has plasma membrane part
Annotations: IAO_0000424 \""http://purl.obolibrary.org/obo/BFO_0000051 some (http://purl.org/obo/owl/GO#GO_0005886 and http://purl.obolibrary.org/obo/BFO_0000051 some ?Y)\""
@en"
WARN	annotation_whitespace	IAO:0000425	IAO:0000112	"ObjectProperty: RO???
Label: spatially disjoint from
Annotations: expand_assertion_to \""DisjointClasses: (http://purl.obolibrary.org/obo/BFO_0000051 some ?X)  (http://purl.obolibrary.org/obo/BFO_0000051 some ?Y)\""
@en"
WARN	annotation_whitespace	IAO:0000597	IAO:0000112	"Datatype: idrange:1
Annotations: 'has ID range allocated to': \""Chris Mungall\""
EquivalentTo: xsd:integer[> 2151 , <= 2300]
@en"
WARN	annotation_whitespace	IDO:0000409	IAO:0000115	A symbiont host role borne by an organism in virtue of the fact that its partner in symbiosis reaches developmental maturity or reproduces sexually in the host.  @en
WARN	annotation_whitespace	OGG:0000000002	IAO:0000115	A gene is a material entity that represents the entire DNA sequence required for synthesis of a functional protein or RNA molecule. 
WARN	annotation_whitespace	OGG:0000000006	IAO:0000115	A GeneID in the NCBI Gene database 
WARN	annotation_whitespace	OGG:0000000007	IAO:0000115	the NCBI LocusTag name of a gene 
WARN	annotation_whitespace	OGG:0000000030	IAO:0000115	An annotation property that represents a gene's association with PubMed publication(s). 
WARN	annotation_whitespace	OMO:0001002	IAO:0000116	"This obsolesence reason should be used conservatively. For example: Obsoleting class that describes a breed of cow based on a record in an existing database, that was later retracted as faulty (breed does not exist). Do not use this term to obsolete a historic concept (that was once valid, but not anymore). @en"
WARN	annotation_whitespace	OPL:0000359	IAO:0000116	"Tachyzoites can be found in various organs and tissues during the acute phase of Toxoplasma gondii infection, including lymph nodes, spleen, liver, lungs, and the central nervous system. "
WARN	annotation_whitespace	RO:0002093	rdfs:comment	X ends_during Y iff: ((start(Y) before_or_simultaneous_with end(X)) AND end(X) before_or_simultaneous_with end(Y). @en
WARN	annotation_whitespace	RO:0002161	IAO:0000425	Class: ?X DisjointWith: RO_0002162 some ?Y 
WARN	annotation_whitespace	VO:0000018	IAO:0000115	A Brucella abortus vaccine that expresses Cu/Zn SOD with DNA plasmid pcDNA. 
WARN	annotation_whitespace	VO:0000035	IAO:0000115	"a vaccinia virus vaccine that is a freeze-dried calf lymph smallpox vaccine, specifically, Dryvax is a live-virus preparation of vaccinia prepared from calf lymph. "
WARN	annotation_whitespace	VO:0000069	IAO:0000115	"A Measles-Mumps-Rubella vaccine that is live attenuated and manufactured by Merck & Co, Inc. "
WARN	annotation_whitespace	VO:0000070	IAO:0000115	A Measles-Mumps vaccine that is manufactured by Merck and used for human. 
WARN	annotation_whitespace	VO:0000079	IAO:0000115	an influenza vaccine that is similar to Fluzone but has high dose. 
WARN	annotation_whitespace	VO:0000091	IAO:0000115	"A Measles-Mumps-Rubella-Vericella vaccine that is live and manufactured by Merck & Co, Inc. "
WARN	annotation_whitespace	VO:0000137	IAO:0000115	A vaccine role that indicates the vaccine being a combination vaccine. 
WARN	annotation_whitespace	VO:0000145	IAO:0000115	a vaccine component role that inheres in a recombinant vaccine vector as a vaccine component. The combination of a recombinant vaccine vector and a heterogenous protective antigen(s) inserted inside the vector for a recombinant vector vaccine. 
WARN	annotation_whitespace	VO:0000147	IAO:0000115	an adjuvant role that inheres in a vaccine component which is added as part of a vaccine and induces enhanced adaptive immune response to the vaccine antigen. 
WARN	annotation_whitespace	VO:0000154	IAO:0000115	A Brucella abortus gene that has the name sodC and comes from strain 2308. 
WARN	annotation_whitespace	VO:0000166	IAO:0000115	a vaccine vector that uses a live bacterium as the vector 
WARN	annotation_whitespace	VO:0000194	IAO:0000115	a USA licensed vaccine role that inheres ina vaccine approven to be by the US FDA to be used for humans in the USA. 
WARN	annotation_whitespace	VO:0000207	IAO:0000115	A vaccine contraindication is a contraindication that increases the risks of a vaccination. 
WARN	annotation_whitespace	VO:0000208	IAO:0000115	"A vaccine role that is not licensed or in clinical trial; instead, it has been experimently approved to induce protection or treatment effect in vivo in at least an experimental animal model. "
WARN	annotation_whitespace	VO:0000211	IAO:0000115	an organismal quality of a whole organism vaccine where the whole organism is inactivated/killed and lacks the capability of replication. 
WARN	annotation_whitespace	VO:0000310	IAO:0000115	a vaccine additive that stabilizes the vaccine emulsification manufacturing process and makes emulsion of the vaccine easier. 
WARN	annotation_whitespace	VO:0000335	IAO:0000115	A vaccination site that is used for injection of a vaccine. 
WARN	annotation_whitespace	VO:0000369	IAO:0000115	A 'has vaccine component' relation that specifies the plasmid used for development of a particular DNA vaccine. 
WARN	annotation_whitespace	VO:0000375	IAO:0000112	'Mycobacterium avium relA mutant vaccine' includes a gene mutation of relA from virulent Mycobacterium avium. 
WARN	annotation_whitespace	VO:0000384	IAO:0000119	"PMID:18472194
"
WARN	annotation_whitespace	VO:0000400	IAO:0000115	A vaccine that contains one vaccine for priming and at least one other vaccine for boosting. 
WARN	annotation_whitespace	VO:0000401	IAO:0000115	A prime-boost vaccine that contains one DNA vaccine for priming and at least one other vaccine for boosting. 
WARN	annotation_whitespace	VO:0000435	IAO:0000115	a vaccine component that is composed of a plasmid and used in the generation of a DNA vaccine. 
WARN	annotation_whitespace	VO:0000441	IAO:0000115	"Role of a material entity in an investigation, which has not been experimentally or clinically verified to induce a protection or treatment in vivo in a recipient organism. "
WARN	annotation_whitespace	VO:0000465	IAO:0000115	a S. aureus vaccine that uses bacterin as the protective antigen. 
WARN	annotation_whitespace	VO:0000467	IAO:0000115	a S. aureus vaccine that uses the bacterial phage lysate as the protective antigen. 
WARN	annotation_whitespace	VO:0000469	IAO:0000115	a bacterial vaccine that uses bacterin from a bacterial strain isolated from a herd with a purpose to generate hard-specific vaccine. 
WARN	annotation_whitespace	VO:0000470	IAO:0000115	an autogenous bacterin vaccine that is prepared for poultry use. 
WARN	annotation_whitespace	VO:0000476	IAO:0000115	"A 'has vaccine component' relation that specifies a gene inserted to DNA vaccine plasmid for development of a particular DNA vaccine, and this gene encodes for a protein antigen. "
WARN	annotation_whitespace	VO:0000483	IAO:0000115	A subunit vaccine that is made using a part of whole organism as subunit for vaccine development. 
WARN	annotation_whitespace	VO:0000504	IAO:0000115	a vaccine role that indicates the vaccine being a whole organism vaccine. 
WARN	annotation_whitespace	VO:0000512	IAO:0000115	a viral vaccine against a disease caused by a virus belong to Poxviridae. 
WARN	annotation_whitespace	VO:0000524	IAO:0000116	"This relation only works for those vaccine antigen that is physically part of a vaccine preparation. It does not include those antigens that are not part of vaccine. For example, a protein antigen expressed in a DNA vaccine is not a part of vaccine pe ser. In this case, the vaccine expresses the protein, but the gene is part of the vaccine, not the protein. For the case, we can use the relation 'DNA vaccine expresses protein antigen' under the relation 'expresses'. "
WARN	annotation_whitespace	VO:0000532	IAO:0000115	A route of administration that is loacted in the hypodermis (subcutaneous tissue) region. 
WARN	annotation_whitespace	VO:0000560	IAO:0000115	A toxin is a poisonous substance produced within living cells or organisms; man-made substances created by artificial processes are thus excluded. 
WARN	annotation_whitespace	VO:0000560	rdfs:comment	"The term was first used by organic chemist Ludwig Brieger (1849-1919).[3]
For a toxic substance not produced within living organisms, \""toxicant\"" and \""toxics\"" are also sometimes used.[citation needed].
Toxins can be small molecules, peptides, or proteins that are capable of causing disease on contact with or absorption by body tissues interacting with biological macromolecules such as enzymes or cellular receptors. Toxins vary greatly in their severity, ranging from usually minor and acute (as in a bee sting) to almost immediately deadly (as in botulinum toxin).-- from Wikipedia.
"
WARN	annotation_whitespace	VO:0000574	IAO:0000115	"A path that is located in gross anatomical part of an organism (e.g., human) and is used for administering a vaccine, a drug, fluid, poison, or other substance into the body. "
WARN	annotation_whitespace	VO:0000577	IAO:0000115	A subunit vaccine that uses small peptide(s) as immunoepitopes. 
WARN	annotation_whitespace	VO:0000599	IAO:0000116	"a vaccine component that uses a microbe (e.g., bacterium, virus, and parasitic organism) as a vector that is inserted with the DNA(s) of a heterologous protective antigen(s) to generate a \""recombinant vector vaccine\"". The microorganism used as a vector generally has a stable non or low pathogenic phenotype for the species the vaccine is intended for. "
WARN	annotation_whitespace	VO:0000608	IAO:0000115	An 'expresses' relation that specifies a relation between a DNA vaccine and a  protein antigen to be expressed by the DNA vaccine. 
WARN	annotation_whitespace	VO:0000615	IAO:0000115	Role that inheres in a prepared material entity that is designed to induce protection or treatment for a disease or infection. 
WARN	annotation_whitespace	VO:0000617	IAO:0000115	A role that inheres in a material entity that becomes an ingredient of a vaccine. 
WARN	annotation_whitespace	VO:0000622	IAO:0000115	a vaccine antigen role that inheres in a vaccine antigen which is capable of inducing protective immunity. 
WARN	annotation_whitespace	VO:0000623	IAO:0000115	A vaccine role that indicates the vaccine being a DNA vaccine. 
WARN	annotation_whitespace	VO:0000624	IAO:0000115	A vaccine role that indicates the vaccine being a subunit vaccine. 
WARN	annotation_whitespace	VO:0000625	IAO:0000115	A vaccine role that indicates the vaccine being a conjugate vaccine. 
WARN	annotation_whitespace	VO:0000636	IAO:0000115	A vaccine role that indicates the vaccine being a recombinant vector vaccine. 
WARN	annotation_whitespace	VO:0000642	rdfs:comment	"There is no single 'influenza virus' in NCBI_Taxon. We usually use:
('unidentified influenza virus' or 'Influenzavirus A' or 'Influenzavirus B' or 'Influenzavirus C')
However, even this may not be comprehensive. "
WARN	annotation_whitespace	VO:0000671	IAO:0000115	"A Salmonella vaccine against typhoid fever (or called typoid), caused by Salmonella enterica enterica, serovar Typhi. "
WARN	annotation_whitespace	VO:0000675	IAO:0000115	"a Streptococcal vaccine that is used against S. pneumoniae infection, which causes pneumococcal diseases. "
WARN	annotation_whitespace	VO:0000685	IAO:0000115	a recombinant vector vaccine role that inheres in a bacterium that carries a vaccine antigen for development of a particular vaccine 
WARN	annotation_whitespace	VO:0000692	IAO:0000115	A subunit vaccine role that indicates the vaccine being a peptide vaccine. 
WARN	annotation_whitespace	VO:0000702	IAO:0000115	a recombinant vector vaccine role that inheres in a virus that carries a vaccine antigen for development of a particular vaccine 
WARN	annotation_whitespace	VO:0000728	IAO:0000115	A vaccine role that indicates the vaccine being a RNA vaccine. 
WARN	annotation_whitespace	VO:0000731	rdfs:comment	MMR is usually live attenuated. 
WARN	annotation_whitespace	VO:0000767	IAO:0000115	A bacterial vaccine that protects against diseases caused by various species of Rickettsia. Typhus is any of several similar diseases caused by Rickettsia bacteria. So Rickettsial vaccine is also called typhus vaccine. 
WARN	annotation_whitespace	VO:0000794	IAO:0000115	A Brucella abortus gene that has the name wboA and comes from strain 2308. 
WARN	annotation_whitespace	VO:0000799	IAO:0000115	"An object property that represents a mutational relation between a vaccine organism and another material (e.g., gene or protein). the mutated material initially exists in the original wildtype organism. "
WARN	annotation_whitespace	VO:0000807	IAO:0000115	A vaccine role that indicates the vaccine being a toxoid vaccine. 
WARN	annotation_whitespace	VO:0000818	IAO:0000115	An object property that specifies a relation between a vaccine and a vaccine virmugen. 
WARN	annotation_whitespace	VO:0000922	IAO:0000115	a vaccine stablizer that is based on monosodium glutamate. 
WARN	annotation_whitespace	VO:0000929	rdfs:comment	"Potential Acute Health Effects: Slightly hazardous in case of skin contact (irritant), of eye contact (irritant), of ingestion, of inhalation. Reference: http://www.sciencelab.com/msds.php?msdsId=9926640 "
WARN	annotation_whitespace	VO:0000931	IAO:0000115	a cell culture residual in vaccine that is residual protein from cell culture. 
WARN	annotation_whitespace	VO:0000957	IAO:0000115	a B. abortus vaccine that uses a recombinant vector. 
WARN	annotation_whitespace	VO:0001014	IAO:0000115	a live attenuated quality of a bacterial vaccine strain. 
WARN	annotation_whitespace	VO:0001015	IAO:0000115	a live attenuated quality of a virus vaccine strain. 
WARN	annotation_whitespace	VO:0001019	IAO:0000115	an avian reovirus vaccine that using live attenauted reovirus. 
WARN	annotation_whitespace	VO:0001021	IAO:0000115	a feline panleukopenia virus vaccine where the virus used is live attenuated. 
WARN	annotation_whitespace	VO:0001028	IAO:0000115	a parasite vaccine vector using a live attenuated Leishmania tarentolae strain.  
WARN	annotation_whitespace	VO:0001050	IAO:0000118	PrV vaccine vector 
WARN	annotation_whitespace	VO:0001060	IAO:0000118	NDV vaccine vector 
WARN	annotation_whitespace	VO:0001084	IAO:0000115	a viral vaccine vector that uses a baculovirus as the vector 
WARN	annotation_whitespace	VO:0001107	IAO:0000115	a vaccinia virus vector that uses the Modified Vaccinia Ankara (MVA) virus. 
WARN	annotation_whitespace	VO:0001109	IAO:0000115	a vaccinia virus vector that uses the MVTT vaccine strain as the vector. MVTT is an attenuated vaccine strain. 
WARN	annotation_whitespace	VO:0001111	IAO:0000115	A poxvirus vaccine vector that uses an attenuated lumpy skin disease virus as the vector.  
WARN	annotation_whitespace	VO:0001128	IAO:0000115	a canarypox vaccine vector that uses an attenuated canarypox virus strain ALVAC. The ALVAC vector is a canarypox virus clone obtained after four rounds of plaque purification of a strain from a vaccine for canaries. 
WARN	annotation_whitespace	VO:0001186	IAO:0000119	"Todd TE, Tibi O, Lin Y, Sayers S, Bronner DN, Xiang Z, He Y. Meta-analysis of variables affecting mouse protection efficacy of whole organism Brucella vaccines and vaccine candidates. BMC Bioinformatics. 2013, 14(Suppl 6):S3. PMID: 23735014. PMCID: PMC3633026. "
WARN	annotation_whitespace	VO:0001188	IAO:0000115	A measurement datum that represents a vaccine strain. Different strains can be represented using distinct digital numbers. 
WARN	annotation_whitespace	VO:0001188	IAO:0000119	"Todd TE, Tibi O, Lin Y, Sayers S, Bronner DN, Xiang Z, He Y. Meta-analysis of variables affecting mouse protection efficacy of whole organism Brucella vaccines and vaccine candidates. BMC Bioinformatics. 2013, 14(Suppl 6):S3. PMID: 23735014. PMCID: PMC3633026. "
WARN	annotation_whitespace	VO:0001189	IAO:0000119	"Todd TE, Tibi O, Lin Y, Sayers S, Bronner DN, Xiang Z, He Y. Meta-analysis of variables affecting mouse protection efficacy of whole organism Brucella vaccines and vaccine candidates. BMC Bioinformatics. 2013, 14(Suppl 6):S3. PMID: 23735014. PMCID: PMC3633026. "
WARN	annotation_whitespace	VO:0001190	IAO:0000115	A measurement datum that indicates the usage of a vaccine adjuvant. Different digital numbers can be used to represent different adjuvants. 
WARN	annotation_whitespace	VO:0001190	IAO:0000119	"Todd TE, Tibi O, Lin Y, Sayers S, Bronner DN, Xiang Z, He Y. Meta-analysis of variables affecting mouse protection efficacy of whole organism Brucella vaccines and vaccine candidates. BMC Bioinformatics. 2013, 14(Suppl 6):S3. PMID: 23735014. PMCID: PMC3633026. "
WARN	annotation_whitespace	VO:0001191	IAO:0000115	A measurement datum that represents a specific protective antigen used in a vaccine. The antigen can be represented by a described digit. 
WARN	annotation_whitespace	VO:0001191	IAO:0000119	"Todd TE, Tibi O, Lin Y, Sayers S, Bronner DN, Xiang Z, He Y. Meta-analysis of variables affecting mouse protection efficacy of whole organism Brucella vaccines and vaccine candidates. BMC Bioinformatics. 2013, 14(Suppl 6):S3. PMID: 23735014. PMCID: PMC3633026. "
